"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"175576","239585","2010-09-19","within a few hours","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","3","moderate","$95.00"
"4454295","4606439","2013-01-06","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","3","strict","$99.00"
"3883392","19932967","2014-08-13","within an hour","100%","100%","t","1","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","3","moderate","$245.00"
"8889257","25899989","2015-01-10","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","5","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","4","2","strict","$165.00"
"5680462","22372266","2014-10-10","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","16","3.5","6","15","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","8","3","strict","$461.00"
"8988178","2983711","2012-07-18","within a few hours","100%","100%","f","1","['email', 'reviews', 'kba']","f","West Queen Anne","House","Entire home/apt","5","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","3","strict","$109.00"
"3245876","9465817","2013-10-16","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Pets Allowed,Breakfast,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","1","1","moderate","$66.00"
"4933447","25417834","2014-12-31","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$99.00"
"7735464","6170760","2013-04-30","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Private room","2","2.0","1","1","Futon","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$200.00"
"6291829","32713558","2015-05-05","N/A","N/A","N/A","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","10","3.5","5","5","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Shampoo}","1","3","flexible","$700.00"
"9218403","14100483","2014-04-09","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","Condominium","Entire home/apt","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Elevator in Building,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","1","flexible","$110.00"
"4125779","21401856","2014-09-16","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","West Queen Anne","House","Private room","3","1.5","1","2","Real Bed","{Cable TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Heating,Family/Kid Friendly,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo}","1","1","moderate","$99.00"
"8942678","46675077","2015-10-16","within a day","100%","100%","f","1","['phone', 'reviews']","f","West Queen Anne","House","Entire home/apt","8","2.0","4","4","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher}","1","4","flexible","$450.00"
"10106055","51860756","2015-12-20","N/A","N/A","N/A","f","1","['phone']","f","West Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,24-Hour Check-in,Hangers,Laptop Friendly Workspace}","1","1","flexible","$75.00"
"6362362","33147763","2015-05-11","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews']","f","West Queen Anne","House","Entire home/apt","5","2.5","3","3","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials}","1","3","moderate","$600.00"
"3544550","16708587","2014-06-12","within a few hours","67%","100%","f","2","['email', 'phone', 'google', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","8","2.5","3","5","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","6","4","strict","$450.00"
"9025039","68155","2010-01-06","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","5","1.0","2","3","Real Bed","{Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo,Hangers}","1","1","flexible","$150.00"
"3200646","4016632","2012-10-30","within an hour","100%","100%","t","5","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","Camper/RV","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Essentials}","1","2","strict","$45.00"
"8859380","3792761","2012-10-07","within an hour","100%","100%","f","5","['email', 'phone', 'reviews', 'jumio', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","2","moderate","$300.00"
"4520099","6184895","2013-05-01","within an hour","71%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Wheelchair Accessible,Kitchen,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","3","2","strict","$80.00"
"2481869","5177328","2013-02-21","within an hour","98%","100%","t","6","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","1","2","strict","$175.00"
"1110749","5325329","2013-03-04","within a few hours","97%","100%","f","9","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","6","1.5","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher}","6","2","strict","$325.00"
"5978498","31037494","2015-04-11","within a day","60%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","4","3.0","3","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Laptop Friendly Workspace}","1","4","flexible","$175.00"
"5021081","25906186","2015-01-10","within an hour","71%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","7","3.5","4","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","7","2","strict","$222.00"
"1686930","8916363","2013-09-18","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","West Queen Anne","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$159.00"
"7680289","40335071","2015-08-02","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$125.00"
"7207641","6544973","2013-05-23","within a day","50%","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","8","3.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","6","3","strict","$348.00"
"5062445","21072725","2014-09-08","a few days or more","31%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","West Queen Anne","House","Private room","1","1.0","1","1","Futon","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials}","1","1","flexible","$45.00"
"8925878","40335071","2015-08-02","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Essentials,Shampoo}","2","2","moderate","$150.00"
"6389657","2052160","2012-04-02","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","flexible","$80.00"
"4218733","21896205","2014-09-28","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","moderate","$110.00"
"2715623","8242272","2013-08-18","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","3","strict","$148.00"
"1392332","2315558","2012-05-07","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","4","1.5","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets Allowed,Hot Tub,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","4","2","moderate","$350.00"
"7308567","17597607","2014-07-03","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Entire home/apt","3","1.5","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$150.00"
"6575380","34392395","2015-05-27","within a day","50%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","House","Private room","5","1.0","1","1","Real Bed","{Cable TV,Wireless Internet,Free Parking on Premises,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","1","flexible","$150.00"
"6004058","9031463","2013-09-24","within a day","50%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","2","1.0","0","1","Futon","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$100.00"
"9550869","12867960","2014-03-06","within a day","90%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","West Queen Anne","Bungalow","Entire home/apt","10","3.0","4","4","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher,Essentials,Hangers}","1","1","strict","$349.00"
"8515408","3502513","2012-09-07","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","Bungalow","Entire home/apt","2","1.0","0","1","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","2","moderate","$110.00"
"5383192","27606550","2015-02-11","N/A","N/A","N/A","f","1","['email', 'phone', 'google', 'linkedin', 'reviews', 'manual_offline', 'jumio']","t","West Queen Anne","House","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$160.00"
"1112092","5856339","2013-04-10","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","House","Entire home/apt","4","1.0","1","3","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating}","2","3","moderate","$130.00"
"7772661","40885963","2015-08-08","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","1","moderate","$99.00"
"9254900","27128936","2015-02-02","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{Wireless Internet,Kitchen,Washer,Dryer,Essentials}","1","1","flexible","$100.00"
"7714294","3521823","2012-09-10","N/A","N/A","N/A","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Entire home/apt","3","1.0","1","1","Futon","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Smoke Detector,Essentials,Shampoo}","2","2","moderate","$137.00"
"10310373","53050379","2016-01-02","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook']","f","West Queen Anne","Apartment","Private room","3","1.0","1","1","Real Bed","{Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo,Lock on Bedroom Door,Hangers}","1","1","flexible","$20.00"
"9368342","1039322","2011-08-30","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","West Queen Anne","Townhouse","Entire home/apt","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron}","2","4","strict","$150.00"
"6361863","25150356","2014-12-24","within an hour","100%","100%","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","West Queen Anne","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","moderate","$145.00"
"8105221","15155647","2014-05-06","within a day","70%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","West Queen Anne","Townhouse","Private room","2","1.0","1","1","Futon","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","1","1","flexible","$80.00"
"3269390","12171359","2014-02-12","within an hour","100%","100%","t","3","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","House","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","moderate","$95.00"
"4566393","23669617","2014-11-12","N/A","N/A","N/A","f","1","['email', 'phone']","f","West Queen Anne","House","Entire home/apt","4","2.5","3","3","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Shampoo}","4","2","moderate","$400.00"
"9282409","560743","2011-05-05","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","West Queen Anne","House","Private room","2","2.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","2","moderate","$85.00"
"8095168","3521823","2012-09-10","N/A","N/A","N/A","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Private room","2","1.0","1","1","Futon","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Pets live on this property,Dog(s),Cat(s),Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$70.00"
"2746782","4016632","2012-10-30","within an hour","100%","100%","t","5","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Heating,Family/Kid Friendly,Smoke Detector,Essentials}","1","2","strict","$90.00"
"6424982","33524725","2015-05-16","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","West Queen Anne","House","Private room","2","1.0","1","1","Real Bed","{Cable TV,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Smoke Detector,First Aid Kit,Essentials,Shampoo}","2","1","flexible","$80.00"
"762029","4016632","2012-10-30","within an hour","100%","100%","t","5","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","West Queen Anne","Camper/RV","Private room","2","1.0","1","2","Real Bed","{Wireless Internet,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Essentials,Shampoo}","2","2","strict","$60.00"
"8988281","46954097","2015-10-19","within an hour","67%","100%","f","1","['email', 'phone']","f","West Queen Anne","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","4","1","moderate","$175.00"
"7077910","2843411","2012-07-05","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio', 'kba']","t","Adams","House","Entire home/apt","6","2.5","3","4","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","6","4","strict","$170.00"
"3772674","18232665","2014-07-17","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'kba']","t","Adams","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hair Dryer,Iron,Laptop Friendly Workspace}","2","3","moderate","$85.00"
