"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"19915204","139357580","2017-07-09","within an hour","100%","N/A","f","8","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","40.772206416661916","-73.91359549418205","House","Private room","2","2.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Indoor fireplace,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad}","1","1","6","2017-07-23","2017-09-15","90","10","10","10","10","9","9","strict","2.50","$59.00"
"2836845","10987233","2014-01-03","within an hour","100%","N/A","t","1","{email, phone, reviews, kba}","t","40.772968952796525","-73.916037916329","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","121","2014-05-05","2017-09-25","97","10","10","10","10","10","10","moderate","2.91","$160.00"
"18433038","127762325","2017-04-26","within an hour","100%","N/A","f","1","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77420130917247","-73.90807673401041","Apartment","Private room","3","1.0","1","2","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","22","2017-05-21","2017-10-01","90","9","10","10","10","10","10","strict","4.89","$59.00"
"2745620","1172202","2011-09-17","within an hour","99%","N/A","f","6","{email, phone, reviews, jumio}","t","40.77138068424916","-73.90894688061577","House","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","77","2014-04-30","2017-09-13","85","9","8","9","9","9","9","moderate","1.85","$55.00"
"5036261","15929586","2014-05-24","within a day","100%","N/A","f","1","{email, phone, reviews}","f","40.77644880681053","-73.90566204120896","House","Private room","1","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Laptop friendly workspace}","1","3","67","2015-01-27","2017-09-26","92","10","9","10","10","10","10","flexible","2.05","$32.00"
"16975094","73541674","2016-05-23","within a day","71%","N/A","f","3","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","40.77318716668108","-73.9168744476217","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","1","2017-03-31","2017-03-31","80","10","6","10","10","10","8","strict","0.16","$100.00"
"17367926","117364815","2017-02-20","within a few hours","88%","N/A","f","1","{email, phone, reviews}","f","40.77652908186111","-73.90889291959591","Condominium","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","4","2017-03-16","2017-08-05","80","9","8","8","8","10","9","moderate","0.60","$110.00"
"17462442","51748110","2015-12-19","within a day","70%","N/A","f","1","{email, phone, google, linkedin, reviews, jumio, government_id}","f","40.77681913985099","-73.9037544286965","Loft","Private room","10","2.0","8","8","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","7","1","2017-09-12","2017-09-12","100","10","10","10","10","8","10","strict","1","$30.00"
"8681776","17794638","2014-07-07","N/A","N/A","N/A","f","1","{email, phone, reviews, manual_offline, jumio, work_email}","t","40.77441903255731","-73.91465141377424","House","Private room","1","1.0","2","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","4","2016-09-06","2016-10-01","85","10","9","10","10","10","9","strict","0.31","$75.00"
"14181211","1540903","2011-12-27","within an hour","100%","N/A","t","1","{email, phone, facebook, reviews, jumio, government_id}","t","40.77487099834242","-73.9119626717059","Apartment","Entire home/apt","5","1.0","1","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub}","2","1","77","2016-07-30","2017-09-29","95","10","9","10","10","10","10","strict","5.37","$120.00"
"16146960","24825969","2014-12-14","within a few hours","90%","N/A","f","3","{email, phone, google, reviews, kba}","t","40.777377195796895","-73.91772428386686","Apartment","Shared room","1","1.0","1","1","Real Bed","{translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","5","2017-01-02","2017-09-15","96","10","10","10","10","10","10","moderate","0.55","$48.00"
"4874722","25078099","2014-12-21","N/A","N/A","N/A","f","1","{email, phone, reviews}","f","40.77301969871684","-73.91838793412116","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Smoke detector,Essentials}","1","1","3","2015-01-04","2015-06-21","100","10","10","9","10","9","9","flexible","0.09","$70.00"
"3040654","6041","2009-01-05","within a day","75%","N/A","f","1","{email, phone, reviews, kba}","t","40.77747952485091","-73.90971013294296","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","13","2015-06-17","2016-08-15","100","10","10","10","10","10","10","strict","0.46","$50.00"
"12607802","68430152","2016-04-22","within an hour","60%","N/A","f","1","{email, phone, reviews}","f","40.77420222979092","-73.91095297581224","House","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron}","2","1","55","2016-05-02","2017-10-01","91","9","9","10","9","10","9","strict","3.18","$138.00"
"13941210","17452232","2014-06-30","within an hour","100%","N/A","f","1","{email, phone, reviews, kba, work_email}","t","40.771205391569495","-73.9170990168172","Apartment","Entire home/apt","3","1.0","2","3","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","8","2016-08-27","2017-09-24","97","9","10","10","10","9","10","strict","0.60","$70.00"
"11162977","58061728","2016-02-09","within an hour","100%","N/A","t","1","{email, phone, reviews}","f","40.78000170402054","-73.91672221024517","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer}","1","1","13","2016-04-28","2017-06-05","97","10","10","10","10","9","10","flexible","0.75","$70.00"
"13127582","42048980","2015-08-20","N/A","N/A","N/A","f","1","{email, phone, reviews, jumio, government_id}","t","40.772649438430626","-73.91400685079242","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Fire extinguisher}","1","1","1","2016-05-30","2016-05-30","100","10","10","8","8","8","10","flexible","0.06","$100.00"
"1981410","6638763","2013-05-29","within an hour","100%","N/A","f","1","{email, phone, reviews, kba}","t","40.779064906586875","-73.91264776085451","Apartment","Entire home/apt","6","1.0","1","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Fire extinguisher,Shampoo}","2","3","15","2014-06-22","2017-09-19","97","10","10","10","10","10","10","moderate","0.38","$135.00"
"14824090","92688579","2016-08-30","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews}","f","40.7788248153911","-73.91163301070613","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace}","1","14","2","2016-10-03","2017-04-28","100","10","10","10","10","10","10","moderate","0.16","$95.00"
"1581579","7748180","2013-07-26","within an hour","100%","N/A","t","2","{email, phone, reviews, jumio}","t","40.77787192504105","-73.91472297515774","Apartment","Entire home/apt","7","1.0","2","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance,High chair,Pack ’n Play/travel crib}","4","2","156","2014-02-18","2017-09-10","97","10","9","10","10","10","10","strict","3.54","$188.00"
"16916708","13896771","2014-04-04","within an hour","100%","N/A","f","1","{email, phone, reviews, kba}","t","40.77707366572849","-73.91887377534299","Apartment","Entire home/apt","2","1.0","1","1","Pull-out Sofa","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Bed linens}","2","2","6","2017-03-09","2017-09-17","97","10","10","10","10","9","10","strict","0.87","$80.00"
"20194665","139867352","2017-07-11","within an hour","100%","N/A","f","2","{email, phone, facebook, reviews}","f","40.780884423500396","-73.90819437285725","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Heating,Essentials,Shampoo,Hangers}","1","1","14","2017-08-03","2017-09-30","94","10","10","10","10","10","10","strict","6.89","$59.00"
"18108648","124740003","2017-04-07","within an hour","100%","N/A","t","1","{phone, reviews}","f","40.77763582360911","-73.9112789301587","Apartment","Entire home/apt","6","1.0","2","4","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smart lock,Lockbox,Private entrance,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Wide hallway clearance,Well-lit path to entrance}","4","3","22","2017-04-30","2017-09-22","99","10","10","10","10","10","10","strict","4.23","$100.00"
"9182008","16176030","2014-05-30","within an hour","100%","N/A","f","1","{email, phone, reviews, kba}","t","40.77496517244229","-73.9142490175843","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance,Bathtub,Children’s books and toys,Window guards,Babysitter recommendations,Children’s dinnerware}","3","4","11","2015-11-23","2017-08-26","98","10","10","10","10","10","10","strict","0.49","$140.00"
"1841252","9622222","2013-10-24","N/A","N/A","N/A","f","1","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77157383290423","-73.90697952916855","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/kid friendly}","3","3","3","2013-12-17","2015-07-04","90","10","7","8","9","9","9","strict","0.06","$100.00"
"19274661","126154368","2017-04-16","within an hour","100%","N/A","f","1","{phone, reviews}","f","40.770400530002746","-73.89415187946753","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron}","1","1","1","2017-08-14","2017-08-14","100","10","10","10","10","10","10","moderate","0.60","$60.00"
"12851100","3248699","2012-08-13","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews, kba}","t","40.7714136472685","-73.91415380180761","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{Internet,Wireless Internet,Heating,Family/kid friendly,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","7","1","2016-06-30","2016-06-30","80","10","8","8","10","10","8","flexible","0.07","$80.00"
"14163104","85667130","2016-07-24","within an hour","100%","N/A","t","1","{email, phone, facebook, google, reviews}","f","40.779432503159086","-73.91170191394339","Townhouse","Entire home/apt","4","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance,Hot water,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator}","1","2","20","2016-09-21","2017-09-24","98","10","10","10","10","10","10","strict","1.59","$95.00"
"1578776","4645357","2013-01-09","within a few hours","100%","N/A","t","1","{email, phone, facebook, reviews, kba}","t","40.77435022423385","-73.91217457904911","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","1","1","117","2013-10-14","2017-09-24","97","10","9","10","10","10","10","strict","2.42","$59.00"
"2756886","1172202","2011-09-17","within an hour","99%","N/A","f","6","{email, phone, reviews, jumio}","t","40.76921317759769","-73.90831480906175","House","Private room","1","1.0","1","1","Real Bed","{translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Wireless Internet,Lock on bedroom door,24-hour check-in}","1","1","103","2014-04-23","2017-09-17","84","9","9","9","9","9","9","flexible","2.45","$35.00"
"8392760","44213272","2015-09-14","within an hour","100%","N/A","f","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77269717560398","-73.9158257504347","House","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","93","2015-09-21","2017-09-26","94","10","10","10","10","9","10","strict","3.76","$45.00"
"12845943","51663418","2015-12-18","N/A","N/A","N/A","f","1","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77329074716179","-73.91629698622802","Apartment","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Lock on bedroom door,Hangers,Laptop friendly workspace,Bathtub}","1","14","1","2016-08-10","2016-08-10","100","10","10","10","10","10","10","strict","0.07","$40.00"
"6357564","10314085","2013-11-28","within an hour","100%","N/A","f","2","{email, phone, reviews, jumio}","t","40.77752755297728","-73.90951982243557","Dorm","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","25","2015-10-11","2017-09-04","93","10","10","10","10","9","9","strict","1.04","$55.00"
"8392882","25144266","2014-12-23","within an hour","100%","N/A","t","4","{email, phone, reviews, kba}","t","40.770189377808535","-73.90424067141099","Apartment","Private room","2","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Keypad,Private living room,Private entrance,Bed linens,Extra pillows and blankets}","2","1","2","2017-04-28","2017-05-24","100","10","10","10","10","10","10","moderate","0.38","$80.00"
"12455130","52467013","2015-12-27","within a few hours","100%","N/A","f","4","{email, phone, reviews}","f","40.772636479904556","-73.90781696232733","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","67","2016-05-14","2017-09-05","91","10","9","9","9","9","9","strict","3.96","$95.00"
"10357730","16823940","2014-06-15","within a few hours","100%","N/A","f","2","{email, phone, reviews}","f","40.77650995812989","-73.91009426152443","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","11","2016-05-06","2017-09-27","98","10","10","10","10","10","10","flexible","0.64","$38.00"
"18221952","17247848","2014-06-25","within an hour","100%","N/A","t","1","{email, phone, reviews, kba, work_email}","f","40.777511038004235","-73.9090231056521","Apartment","Private room","4","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Cleaning before checkout,Well-lit path to entrance,Accessible-height bed,Accessible-height toilet}","2","1","12","2017-05-22","2017-09-18","93","10","10","10","10","10","9","strict","2.69","$60.00"
"6555427","24597265","2014-12-07","within a few hours","100%","N/A","t","8","{email, phone, reviews, kba}","t","40.77209291450266","-73.91095615106308","House","Private room","2","1.0","1","2","Real Bed","{Wireless Internet,Air conditioning,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,Hot water,Bed linens,Extra pillows and blankets,Microwave,Dishes and silverware}","1","5","9","2015-10-14","2017-09-23","96","10","9","10","10","10","9","strict","0.38","$65.00"
"14352688","87968331","2016-08-04","within a few hours","100%","N/A","f","1","{email, phone, reviews}","f","40.778375396350484","-73.91383449281881","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace}","1","2","8","2016-08-11","2017-07-29","88","10","8","10","10","10","9","flexible","0.57","$60.00"
"2435198","12446529","2014-02-21","within an hour","100%","N/A","f","1","{email, phone, reviews}","f","40.82528435433173","-73.86004376144571","Apartment","Private room","2","1.5","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Long term stays allowed}","1","1","7","2014-05-16","2017-09-19","100","10","10","10","10","10","10","flexible","0.17","$50.00"
"16771876","87795401","2016-08-03","within a few hours","100%","N/A","t","1","{email, phone, reviews}","f","40.829873930612216","-73.86608062111361","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance}","2","2","27","2017-02-17","2017-09-15","96","10","10","10","10","9","10","strict","3.54","$70.00"
"1739847","8989844","2013-09-22","within an hour","100%","N/A","t","1","{email, phone, reviews, kba}","t","40.821377156461146","-73.87602554535452","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials}","1","3","42","2014-03-12","2017-09-21","96","10","10","10","10","9","10","moderate","0.97","$35.00"
"11695338","16234492","2014-06-01","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews}","f","40.82441984198698","-73.86193000231255","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Cat(s),Elevator,Heating,Suitable for events,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace}","1","2","6","2016-04-25","2016-08-07","97","10","10","10","10","10","10","moderate","0.34","$45.00"
"8402207","44260966","2015-09-15","within a few hours","100%","N/A","f","1","{email, phone, reviews, jumio, kba}","t","40.82939197062606","-73.8651368404715","House","Private room","1","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","38","2015-09-24","2017-09-08","89","10","9","9","10","9","9","moderate","1.54","$28.00"
"17960424","36893600","2015-06-27","a few days or more","33%","N/A","f","1","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","40.82814440681806","-73.86810574756264","Apartment","Entire home/apt","2","1.0","1","1","Futon","{TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water}","1","2","7","2017-04-10","2017-05-21","83","9","9","9","10","9","9","strict","1.19","$65.00"
"18736577","182461","2010-07-27","within an hour","100%","N/A","f","3","{email, phone, facebook, google, reviews, kba}","t","40.676599155727665","-73.85708706294048","House","Private room","3","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Self Check-In,Lockbox,Private entrance,Bathtub,Window guards,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard}","1","2","11","2017-05-21","2017-09-27","96","10","10","10","10","8","10","moderate","2.43","$49.00"
"13224318","74212097","2016-05-26","within an hour","100%","N/A","f","2","{email, phone, facebook, reviews}","f","40.68278211183779","-73.85628351300751","House","Private room","2","1.0","1","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","11","2016-08-10","2017-09-30","95","10","9","10","10","9","10","flexible","0.79","$49.00"
"15058410","95101238","2016-09-14","within a few hours","100%","N/A","f","1","{email, phone, reviews}","f","40.682865025583105","-73.8598077477991","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50}","1","1","18","2016-09-18","2017-10-01","93","9","10","10","10","9","10","flexible","1.42","$65.00"
"18723699","100252726","2016-10-18","a few days or more","0%","N/A","f","1","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","40.67752006881703","-73.85040404553015","Other","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Heating,Smoke detector,Safety card,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","2","2017-06-15","2017-06-27","100","10","10","10","10","10","10","strict","0.54","$45.00"
"18737053","182461","2010-07-27","within an hour","100%","N/A","f","3","{email, phone, facebook, google, reviews, kba}","t","40.67555307288883","-73.85652707489741","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance,Bathtub,Window guards,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard}","1","2","13","2017-05-19","2017-09-27","97","10","10","10","10","9","10","moderate","2.83","$39.00"
"2685940","13749091","2014-03-31","within an hour","100%","N/A","f","1","{email, phone, reviews, kba}","t","40.68399273964459","-73.85071054416441","House","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,BBQ grill,Garden or backyard}","1","1","67","2014-06-19","2017-08-13","93","10","9","10","10","9","9","moderate","1.67","$80.00"
