"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month"
"1668313","https://a1.muscache.com/im/pictures/23914014/87097158_original.jpg?aki_policy=large","8834105","2013-09-14","within an hour","100%","89%","t","https://a2.muscache.com/im/users/8834105/profile_pic/1379189277/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews', 'kba']","t","42.281941832424685","-71.13337190191741","House","Private room","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Pets Allowed,Pets live on this property,Cat(s),Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$57.00","1","1","17","2013-10-21","2016-08-18","94","9","10","10","10","9","9","flexible","0.48"
"2684840","https://a2.muscache.com/im/pictures/c15817b4-1860-44d5-acdc-466f2ca8c368.jpg?aki_policy=large","13743098","2014-03-31","within a few hours","100%","100%","f","https://a2.muscache.com/im/pictures/30071847-b247-486c-923c-7c7251d55c50.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews']","f","42.29172341146307","-71.13155602161845","Condominium","Entire home/apt","4","1.0","2","2","Real Bed","{Cable TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace}","$93.00","1","1","1","2016-07-23","2016-07-23","100","10","10","10","10","10","10","flexible","0.64"
"13547301","https://a2.muscache.com/im/pictures/5ea5e31f-84a1-46a1-b3d4-fdd26c9a56e6.jpg?aki_policy=large","57402911","2016-02-04","within an hour","100%","97%","f","https://a2.muscache.com/im/pictures/dad297dc-5673-4201-9703-5e8f291eea43.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.28764103470109","-71.12988286590424","Apartment","Entire home/apt","5","1.0","2","3","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$150.00","5","2","12","2016-06-27","2016-09-03","97","10","10","10","10","9","10","moderate","4.93"
"5434353","https://a2.muscache.com/im/pictures/75436925/fa62be68_original.jpg?aki_policy=large","9658771","2013-10-27","within a day","75%","100%","f","https://a1.muscache.com/im/users/9658771/profile_pic/1429536285/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.286264736208935","-71.13706513072117","House","Entire home/apt","2","1.5","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","$145.00","2","3","7","2015-09-01","2016-08-06","91","9","9","10","9","9","9","moderate","0.56"
"225979","https://a1.muscache.com/im/pictures/2052589/ec4f404b_original.jpg?aki_policy=large","1176995","2011-09-18","within an hour","100%","79%","f","https://a1.muscache.com/im/users/1176995/profile_pic/1316392100/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'facebook', 'reviews']","f","42.2814520694321","-71.12925004404066","Apartment","Private room","1","0.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Breakfast,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","$60.00","1","1","70","2011-09-22","2016-08-02","96","9","10","10","10","9","10","strict","1.16"
"3420384","https://a0.muscache.com/im/pictures/43286634/4661fa2a_original.jpg?aki_policy=large","431385","2011-03-09","within a few hours","100%","100%","f","https://a0.muscache.com/im/users/431385/profile_pic/1372733970/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.27440801253166","-71.12529404441553","House","Private room","4","1.0","1","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher}","$165.00","3","3","1","2016-08-26","2016-08-26","100","10","10","10","10","10","10","flexible","1"
"13512930","https://a2.muscache.com/im/pictures/80b80b24-6985-41c5-8286-c6eb0b3f16b3.jpg?aki_policy=large","13743098","2014-03-31","within a few hours","100%","100%","f","https://a2.muscache.com/im/pictures/30071847-b247-486c-923c-7c7251d55c50.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews']","f","42.29181491557826","-71.1315879343071","Condominium","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$75.00","1","1","1","2016-06-20","2016-06-20","100","10","10","10","10","10","10","flexible","0.37"
"7252607","https://a0.muscache.com/im/pictures/96058694/e00ce055_original.jpg?aki_policy=large","34552909","2015-05-30","within a day","100%","100%","t","https://a2.muscache.com/im/pictures/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_x_medium","3","['email', 'phone', 'reviews', 'kba']","t","42.28280175042395","-71.11514509094087","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","$49.00","1","5","4","2015-07-19","2016-08-21","95","9","10","10","10","9","10","strict","0.29"
"2583074","https://a2.muscache.com/im/pictures/47544196/85e9426f_original.jpg?aki_policy=large","13226301","2014-03-17","within a few hours","100%","94%","t","https://a0.muscache.com/im/users/13226301/profile_pic/1405183873/original.jpg?aki_policy=profile_x_medium","3","['email', 'phone', 'reviews', 'kba']","t","42.27964781834151","-71.1360587290911","Villa","Private room","1","2.5","1","1","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$40.00","1","2","31","2014-08-19","2016-08-30","99","10","10","10","10","9","10","flexible","1.24"
"13251243","https://a2.muscache.com/im/pictures/b8dd13e9-af80-452f-ac9a-0ce33801d430.jpg?aki_policy=large","74531248","2016-05-28","within an hour","100%","100%","f","https://a2.muscache.com/im/pictures/fcd40df2-1a2d-4760-b5ba-b452a5fc6d45.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","42.29403534422037","-71.13223724631055","House","Entire home/apt","3","1.0","0","2","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$120.00","3","2","16","2016-06-19","2016-09-01","98","10","10","10","10","10","10","moderate","5.93"
"225834","https://a1.muscache.com/im/pictures/2050393/274393b8_original.jpg?aki_policy=large","1176995","2011-09-18","within an hour","100%","79%","f","https://a1.muscache.com/im/users/1176995/profile_pic/1316392100/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'facebook', 'reviews']","f","42.28052812623618","-71.13084254103526","Apartment","Private room","2","0.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Breakfast,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$70.00","1","1","38","2011-10-03","2016-08-31","98","9","10","10","10","9","9","strict","0.63"
"6400432","https://a2.muscache.com/im/pictures/80374049/e71c1e12_original.jpg?aki_policy=large","23127285","2014-10-29","within a day","100%","63%","f","https://a2.muscache.com/im/pictures/6b31bd2d-e4d9-4667-b8fa-75b62a398a25.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.27838291101699","-71.12878009724983","House","Entire home/apt","8","1.0","3","5","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Shampoo}","$150.00","6","3","21","2015-08-07","2016-08-19","88","9","9","9","10","9","10","flexible","1.58"
"5498472","https://a0.muscache.com/im/pictures/68660949/b99c43c1_original.jpg?aki_policy=large","28518068","2015-02-28","N/A","N/A","N/A","f","https://a1.muscache.com/im/users/28518068/profile_pic/1425160407/original.jpg?aki_policy=profile_x_medium","1","['email', 'reviews']","f","42.27683095063724","-71.12955973831468","House","Entire home/apt","5","3.5","4","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","$175.00","1","14","1","2015-07-24","2015-07-24","100","10","10","10","10","10","10","moderate","0.07"
"894539","https://a1.muscache.com/im/pictures/23866863/a33a52fe_original.jpg?aki_policy=large","4762495","2013-01-19","within an hour","100%","92%","t","https://a1.muscache.com/im/users/4762495/profile_pic/1358614186/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews', 'kba']","t","42.290903928902345","-71.13023771355206","House","Private room","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Pets live on this property,Cat(s),Other pet(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$95.00","1","1","40","2013-10-15","2016-09-02","96","10","10","10","10","9","10","moderate","1.13"
"879929","https://a2.muscache.com/im/pictures/12748345/c2362433_original.jpg?aki_policy=large","4653380","2013-01-10","within an hour","100%","100%","f","https://a1.muscache.com/im/users/4653380/profile_pic/1357956786/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.29151999170097","-71.13185776978565","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","$90.00","1","1","43","2013-05-08","2015-12-01","95","10","9","10","10","9","9","strict","1.06"
"9218312","https://a2.muscache.com/im/pictures/206f6fb6-d15d-43ff-80a2-6d5ba30ea399.jpg?aki_policy=large","47935411","2015-11-01","within a few hours","100%","100%","t","https://a2.muscache.com/im/pictures/5a6d42d3-00f2-45ee-b09c-357e05495e99.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.28907107085577","-71.12823296377442","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Free Parking on Premises,Heating,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Iron,Laptop Friendly Workspace}","$95.00","1","2","33","2016-01-06","2016-08-24","99","10","10","10","10","10","10","moderate","4.02"
"321328","https://a2.muscache.com/im/pictures/3465171/8d241a8f_original.jpg?aki_policy=large","8302344","2013-08-21","within a day","60%","100%","f","https://a0.muscache.com/im/users/8302344/profile_pic/1409944877/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'jumio']","t","42.292238240224194","-71.13449706289937","Apartment","Private room","2","1.0","1","2","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Breakfast,Heating,Family/Kid Friendly}","$100.00","1","1","11","2012-06-23","2015-10-24","90","9","8","10","9","9","9","flexible","0.21"
"1810172","https://a0.muscache.com/im/pictures/26518085/424607f2_original.jpg?aki_policy=large","8834105","2013-09-14","within an hour","100%","89%","t","https://a2.muscache.com/im/users/8834105/profile_pic/1379189277/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews', 'kba']","t","42.28208581195228","-71.1333486774579","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Pets Allowed,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","$67.00","1","1","20","2013-11-02","2016-08-15","96","10","9","10","10","9","10","flexible","0.58"
"6513924","https://a0.muscache.com/im/pictures/81926548/ca8d4a13_original.jpg?aki_policy=large","16398126","2014-06-04","within a few hours","95%","100%","f","https://a1.muscache.com/im/users/16398126/profile_pic/1402272814/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.284561507299415","-71.11972634316602","Condominium","Private room","1","1.0","1","1","Real Bed","{TV,Air Conditioning,Kitchen,Free Parking on Premises,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,Hangers,Iron,Laptop Friendly Workspace}","$55.00","1","1","30","2015-05-31","2016-08-31","92","10","9","10","10","9","9","flexible","1.93"
"7093109","https://a0.muscache.com/im/pictures/89969325/19783524_original.jpg?aki_policy=large","37177446","2015-06-30","within an hour","100%","100%","f","https://a0.muscache.com/im/users/37177446/profile_pic/1435708710/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.27696861949929","-71.11775586431585","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron}","$200.00","4","2","2","2016-04-03","2016-05-31","100","10","10","10","10","9","10","strict","0.38"
"7086825","https://a0.muscache.com/im/pictures/96881912/b4b33537_original.jpg?aki_policy=large","34552909","2015-05-30","within a day","100%","100%","t","https://a2.muscache.com/im/pictures/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_x_medium","3","['email', 'phone', 'reviews', 'kba']","t","42.28228162657036","-71.11681747458199","House","Private room","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","$49.00","1","5","10","2015-07-19","2016-06-26","98","9","9","10","10","9","10","strict","0.72"
"1861070","https://a1.muscache.com/im/pictures/25991917/7a011987_original.jpg?aki_policy=large","8879967","2013-09-16","within a few hours","100%","71%","f","https://a0.muscache.com/im/users/8879967/profile_pic/1379379159/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews']","f","42.27691292292999","-71.12823284429416","House","Private room","1","1.5","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Washer,Dryer}","$75.00","1","1","17","2014-04-22","2016-06-25","96","10","10","10","10","10","10","flexible","0.59"
"4283698","https://a0.muscache.com/im/pictures/88611796/e8661ec4_original.jpg?aki_policy=large","333210","2011-01-02","within an hour","100%","95%","f","https://a1.muscache.com/im/users/333210/profile_pic/1294100176/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'reviews', 'jumio']","t","42.28967076428995","-71.1372864086912","House","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Hangers,Laptop Friendly Workspace}","$110.00","2","3","55","2014-10-11","2016-09-02","87","9","9","10","10","9","9","strict","2.36"
"8548176","https://a2.muscache.com/im/pictures/c9c72afe-ffa6-4138-aed2-f90886ecc3a9.jpg?aki_policy=large","6570877","2013-05-25","within an hour","98%","96%","f","https://a2.muscache.com/im/users/6570877/profile_pic/1405383234/original.jpg?aki_policy=profile_x_medium","5","['email', 'phone', 'reviews', 'jumio', 'kba']","t","42.27917609759368","-71.13277179664853","House","Entire home/apt","16","1.0","3","5","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$125.00","1","1","24","2015-09-27","2016-08-23","91","10","10","10","10","9","9","strict","2.07"
"4922204","https://a2.muscache.com/im/pictures/61943496/11d61444_original.jpg?aki_policy=large","6570877","2013-05-25","within an hour","98%","96%","f","https://a2.muscache.com/im/users/6570877/profile_pic/1405383234/original.jpg?aki_policy=profile_x_medium","5","['email', 'phone', 'reviews', 'jumio', 'kba']","t","42.28214228250037","-71.12904915306451","House","Entire home/apt","16","2.5","3","7","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$200.00","1","1","82","2015-02-16","2016-08-22","95","10","10","10","10","10","9","strict","4.32"
"4085362","https://a2.muscache.com/im/pictures/deaa24eb-0c5d-4069-8a59-a77c9bed028e.jpg?aki_policy=large","3164508","2012-08-05","within a few hours","100%","100%","t","https://a2.muscache.com/im/users/3164508/profile_pic/1344187296/original.jpg?aki_policy=profile_x_medium","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","42.281748516890026","-71.14031783726143","House","Private room","2","2.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Breakfast,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","$75.00","1","1","20","2014-10-19","2016-09-04","97","10","10","10","10","10","10","moderate","0.87"
"3755609","https://a0.muscache.com/im/pictures/60497241/38f91c29_original.jpg?aki_policy=large","19223882","2014-07-31","within a few hours","100%","100%","f","https://a0.muscache.com/im/users/19223882/profile_pic/1406821702/original.jpg?aki_policy=profile_x_medium","1","['email', 'phone', 'reviews', 'kba']","t","42.27563719947966","-71.12480041713683","House","Private room","1","1.0","1","1","Real Bed","{Family/Kid Friendly,translation missing: en.hosting_amenity_49}","$78.00","1","3","21","2014-09-16","2016-08-07","95","9","9","10","10","9","9","flexible","0.87"
