"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"8817038","3656709","2012-09-24","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.66520903071561","-122.36245654108222","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Laptop Friendly Workspace}","4","2","flexible","$85.00"
"4449303","19993125","2014-08-14","within an hour","100%","100%","t","2","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.6644454546346","-122.3701709809324","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Pets live on this property,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$80.00"
"8255615","15178583","2015-09-06","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.6668216771774","-122.36293667267698","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","flexible","$90.00"
"4053092","9995182","2013-11-13","within a day","100%","N/A","t","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.671222429825924","-122.36368689464132","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher,Essentials}","1","1","flexible","$80.00"
"6886633","24786046","2014-12-13","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","47.663655490177064","-122.36694111938833","Camper/RV","Entire home/apt","2","1.0","0","1","Pull-out Sofa","{Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Fire Extinguisher}","1","1","moderate","$75.00"
"8820414","4855968","2013-01-26","within a day","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.67548902955034","-122.36751450938364","Apartment","Entire home/apt","3","1.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Pets Allowed,Breakfast,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","flexible","$80.00"
"3052151","5067360","2013-02-12","a few days or more","33%","100%","f","2","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.66688717008992","-122.36466408857247","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Essentials}","1","2","flexible","$70.00"
"2339333","11850640","2014-02-01","N/A","N/A","N/A","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","47.673571182372754","-122.36427426098558","House","Entire home/apt","8","3.5","4","4","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","3","moderate","$350.00"
"1618842","8612866","2013-09-03","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.66524463768145","-122.37040951426208","Apartment","Entire home/apt","4","1.0","0","1","Real Bed","{Internet,Wireless Internet,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$95.00"
"888967","4405122","2012-12-14","within a few hours","100%","100%","t","2","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.6716795637434","-122.36538980595968","House","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$90.00"
"380950","287962","2010-11-15","within a day","100%","100%","f","4","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.66624016921079","-122.36091774648482","House","Entire home/apt","12","2.0","4","5","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher}","9","2","strict","$435.00"
"8097708","31148752","2015-04-13","within a few hours","99%","100%","f","354","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.67091242440639","-122.36559953129216","House","Entire home/apt","6","1.5","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$250.00"
"5671843","18413215","2014-07-19","within an hour","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67098702442725","-122.37514055469671","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Breakfast,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Lock on Bedroom Door}","1","14","moderate","$65.00"
"904057","4678869","2013-01-12","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.66539135407781","-122.36609876373974","House","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air Conditioning,Kitchen,Pets live on this property,Cat(s),Hot Tub,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","2","3","strict","$95.00"
"7161725","21015753","2014-09-06","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'kba']","t","47.67342403072462","-122.37423278945563","Townhouse","Private room","3","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Pets live on this property,Dog(s),Heating,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$110.00"
"9587410","26498368","2015-01-21","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.67155243448252","-122.36763330550473","House","Private room","3","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Essentials,Shampoo,Hangers,Laptop Friendly Workspace}","1","1","flexible","$50.00"
"9202380","2067157","2012-04-04","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.66338811065872","-122.36137836276785","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","2","1","flexible","$95.00"
"2238105","7727480","2013-07-25","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.663364978177384","-122.36246852511682","House","Entire home/apt","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Smoke Detector,Essentials,Shampoo}","1","4","moderate","$100.00"
"9545766","12851001","2014-03-06","within a day","100%","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.67076134600554","-122.37109503400879","House","Private room","2","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Lock on Bedroom Door}","1","1","flexible","$89.00"
"2441908","12483454","2014-02-22","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.6759157416881","-122.37047360265642","House","Entire home/apt","5","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","2","flexible","$116.00"
"9367465","48604323","2015-11-09","within a few hours","100%","100%","f","2","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.66365131127364","-122.3620817788268","House","Entire home/apt","4","1.0","1","2","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Essentials,24-Hour Check-in,Laptop Friendly Workspace}","2","2","flexible","$150.00"
"3031415","5325329","2013-03-04","within a few hours","97%","100%","f","9","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.66525243324793","-122.36192069117307","House","Entire home/apt","8","2.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","8","1","strict","$275.00"
"843812","4405122","2012-12-14","within a few hours","100%","100%","t","2","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.671334420188046","-122.3657976203187","House","Entire home/apt","6","2.0","3","3","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer}","1","3","moderate","$180.00"
"3835995","19756727","2014-08-09","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.673078213087834","-122.36414012428025","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","flexible","$97.00"
"9732638","19984963","2014-08-13","within an hour","100%","100%","f","1","['email', 'phone', 'google']","f","47.666785348808254","-122.36675142388304","Townhouse","Entire home/apt","5","3.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,24-Hour Check-in,Hangers,Laptop Friendly Workspace}","4","2","moderate","$200.00"
"3768745","19311504","2014-08-01","within a few hours","100%","100%","t","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","47.631843037300854","-122.34512350364072","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo}","1","2","flexible","$120.00"
"3975434","6307839","2013-05-09","within a day","100%","N/A","f","1","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.62812030680687","-122.34875209868711","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","2","2","flexible","$109.00"
"5620928","15543526","2014-05-14","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.643599733762926","-122.34462988872022","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Wheelchair Accessible,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,First Aid Kit,Fire Extinguisher,Shampoo}","1","2","flexible","$115.00"
"7381677","38669130","2015-07-16","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.628894791967326","-122.34757144638264","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","strict","$199.00"
"5487934","13546801","2014-03-26","within a day","75%","N/A","f","2","['email', 'phone', 'reviews']","f","47.63899882105632","-122.34357393149686","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Elevator in Building,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo}","1","1","moderate","$150.00"
"9028447","2704826","2012-06-21","within a few hours","80%","100%","f","1","['email', 'phone', 'facebook']","f","47.639500826233096","-122.3433038877346","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Essentials,Shampoo}","1","1","moderate","$100.00"
"757840","3991908","2012-10-27","within a few hours","90%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.63152635962671","-122.35628277607009","House","Entire home/apt","6","2.5","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$250.00"
"8848403","46243391","2015-10-10","within an hour","100%","100%","f","2","['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']","t","47.64017716917174","-122.34652263514218","Apartment","Shared room","2","1.0","1","1","Pull-out Sofa","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","1","flexible","$39.00"
"7430926","32052651","2015-04-27","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'kba']","t","47.64290503084548","-122.34670499078108","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","3","2","strict","$69.00"
"7021544","31366898","2015-04-16","within an hour","100%","100%","f","6","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.64075557421937","-122.34287656419663","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","2","strict","$145.00"
"1323446","7053059","2013-06-22","within a few hours","90%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.63544455882173","-122.35551660487097","Apartment","Entire home/apt","5","1.0","1","4","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","1","moderate","$98.00"
"3925573","20338511","2014-08-21","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews']","f","47.642697171642624","-122.3436911432716","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","1","2","strict","$130.00"
"8723086","45781945","2015-10-05","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.638923009567264","-122.34282687028397","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Breakfast,Elevator in Building,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","0","1","moderate","$85.00"
"781474","4122018","2012-11-11","within an hour","100%","N/A","f","3","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.642912112464536","-122.34468331995241","Boat","Entire home/apt","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer}","1","2","moderate","$85.00"
"9812439","31366898","2015-04-16","within an hour","100%","100%","f","6","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.63934586006096","-122.34313235161407","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","2","strict","$73.00"
"3401644","106721","2010-04-11","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio']","t","47.63507292926039","-122.35459413199025","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","4","1","moderate","$150.00"
"10036903","51433714","2015-12-15","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'jumio']","t","47.62857355428276","-122.35590915697244","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","3","strict","$85.00"
"5310193","27508753","2015-02-10","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.63793825819439","-122.35072564856766","House","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","1","strict","$190.00"
"5308875","11358129","2014-01-16","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","47.629309308133635","-122.34413623476453","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Smoke Detector,Essentials,Shampoo}","1","2","moderate","$68.00"
"5052459","26032511","2015-01-13","within an hour","83%","100%","t","2","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.63050640341463","-122.34502206933224","Apartment","Entire home/apt","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in Building,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$149.00"
"7228499","5325329","2013-03-04","within a few hours","97%","100%","f","9","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.63021399726569","-122.34761508910964","House","Entire home/apt","10","2.0","2","5","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$349.00"
"7651653","9423731","2013-10-14","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'jumio']","t","47.62954816309299","-122.3465965676034","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","1","21","strict","$105.00"
"1494986","316200","2010-12-11","within an hour","100%","100%","t","4","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.63376670078833","-122.34461541236196","Apartment","Entire home/apt","4","1.5","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","2","3","strict","$145.00"
"1783382","9361239","2013-10-11","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.63444163867191","-122.34378414723501","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Elevator in Building,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer}","1","2","moderate","$150.00"
"7513198","12456569","2014-02-21","N/A","N/A","N/A","f","1","['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']","t","47.63211912885084","-122.34681925491051","Condominium","Entire home/apt","4","2.0","2","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Elevator in Building,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","3","4","moderate","$275.00"
"8308316","3792761","2012-10-07","within an hour","100%","100%","f","5","['email', 'phone', 'reviews', 'jumio', 'kba']","t","47.630434651754356","-122.35017116506447","Apartment","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials}","1","2","moderate","$165.00"
"9694921","3787979","2012-10-07","within an hour","100%","100%","f","2","['email', 'phone', 'reviews']","f","47.638406836124176","-122.34407700488275","House","Entire home/apt","5","2.0","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace}","5","2","flexible","$196.00"
"2472850","2840320","2012-07-05","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews', 'kba']","t","47.62900387234053","-122.34382334831315","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Pets Allowed,Elevator in Building,Heating,Washer,Dryer,Essentials,Shampoo}","1","2","strict","$195.00"
"5487522","13546801","2014-03-26","within a day","75%","N/A","f","2","['email', 'phone', 'reviews']","f","47.639358667537145","-122.34402874897694","Apartment","Entire home/apt","4","2.0","2","2","Real Bed","{Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Elevator in Building,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo}","2","2","moderate","$200.00"
"4016650","238431","2010-09-18","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'kba']","t","47.64011972075073","-122.3445298134504","House","Private room","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Breakfast,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$90.00"
"10229434","21616710","2014-09-21","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.638157777568814","-122.34415740858152","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{}","1","1","flexible","$100.00"
"3479241","15893988","2014-05-23","within a day","50%","N/A","f","1","['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']","t","47.63987162110587","-122.34183446186633","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Pets live on this property,Cat(s),Elevator in Building,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Essentials,Shampoo}","1","2","moderate","$125.00"
"5848400","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.63214523371973","-122.35064869111655","House","Entire home/apt","8","1.5","3","5","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","1","3","strict","$250.00"
"6077760","21288637","2014-09-13","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.634532624200055","-122.34379009996228","House","Private room","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$130.00"
"4642956","24038354","2014-11-22","within a few hours","100%","N/A","f","1","['email', 'phone', 'linkedin', 'reviews', 'kba']","t","47.62994743327768","-122.35138796733871","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{Cable TV,Wireless Internet,Kitchen,Heating,Smoke Detector,Carbon Monoxide Detector,Essentials}","2","3","moderate","$209.00"
"1167507","6393323","2013-05-14","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.631921428247104","-122.34852025483625","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher}","2","2","strict","$110.00"
"6044106","31366898","2015-04-16","within an hour","100%","100%","f","6","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.64154276225782","-122.34466124326784","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","0","2","strict","$90.00"
"1799255","9435135","2013-10-15","within a day","83%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.6381290280144","-122.35237403416495","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Essentials,Shampoo}","1","2","flexible","$90.00"
